NAME,AMOUNT__C,ASSISTANCE_TYPE__C,CATEGORY__C,DATE_PAID__C,EXPENSE_STATUS__C,EXT_HOUSEHOLD__C,VENDOR__C,EXTERNAL_ID__C
December 2018 and January 2019 rent,1102.74,,Housing,12/19/18,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bc0AAA
February 2019 rent,530.0,,Housing,01/29/19,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bpTAAQ
March 2019 rent,465.0,,Housing,02/26/19,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bpYAAQ
App Fee,70.0,,Housing,12/17/18,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bbwAAA
Housing Deposit #1,795.0,,Housing,12/11/18,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bcZAAQ
NES Deposit,252.25,,Housing,12/19/18,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bblAAA
App Fee (denied),50.0,,Housing,12/14/18,Paid,SHFS-TFC0000525241,,a0z610000044bo1AAA
App Fee (denied),50.0,,Housing,12/11/18,Paid,SHFS-TFC0000525241,,a0z610000044bnwAAA
December 2018 additional rent,11.62,,Housing,12/21/18,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044eZOAAY
Apr-21,0.0,,Housing,,Cancelled,SHFS-TFC0000525027,Burning Tree Apartments,a0z4N000007FfSlQAK
Housing Deposit,795.0,,Housing,12/19/18,Paid,SHFS-TFC0000525241,265 E Old hickory LLC,a0z610000044bbvAAA
License reinstatement,368.7,,Other Assistance,12/21/18,Paid,SHFS-TFC0000525240,,a0z610000044ebFAAQ
Car Repairs,723.89,,Other Assistance,12/26/18,Paid,SHFS-TFC0000525240,,a0z610000044eabAAA
License Reinstatement,35.0,,Other Assistance,12/21/18,Paid,SHFS-TFC0000525240,,a0z610000044eXGAAY
december 2018 rent,50.0,,Housing,12/07/18,Paid,SHFS-TFC0000525240,Neighborhood Housing,a0z610000044WyrAAE
Housing deposit,50.0,,Housing,12/07/18,Paid,SHFS-TFC0000525240,Neighborhood Housing,a0z610000044WwoAAE
Water Deposit,100.0,,Housing,01/07/19,Paid,SHFS-TFC0000525240,Neighborhood Housing,a0z610000044jneAAA
3 Passes,60.0,,Other Assistance,01/30/20,Paid,SHFS-TFC0000522231,,a0z4N000006iHnzQAE
Walmart,25.0,,Other Assistance,12/23/19,Paid,SHFS-TFC0000522231,,a0z4N000006iHqIQAU
Bus,20.0,,Other Assistance,11/25/19,Paid,SHFS-TFC0000522231,,a0z4N000006iHnlQAE
Bus,16.0,,Other Assistance,11/13/19,Paid,SHFS-TFC0000522231,,a0z4N000006iHoCQAU
In Kind items given to,262.0,,Other Assistance,05/31/20,Paid,SHFS-TFC0000522633,,a0z4N000006iGryQAE
March 2021 Rent,100.0,,Housing,04/01/21,Paid,SHFS-TFC0000525027,Burning Tree Apartments,a0z4N000007FfSgQAK
Kroger,100.0,,Other Assistance,04/14/20,Paid,SHFS-TFC0000525027,,a0z4N000006iHrMQAU
Gas,25.0,,Other Assistance,04/02/20,Paid,SHFS-TFC0000525027,,a0z4N000006iHpAQAU
November 2021 Rent,600.0,,Housing,10/28/21,Paid,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5EQAU
MDHA balance,463.46,,Housing,08/11/21,Paid,SHFS-TFC0000525009,Robinson Regan and Young,a0z4N000007zGbUQAU
App Fee,300.0,,Housing,06/09/21,Paid,SHFS-TFC0000525009,Forest Park Apartments,a0z4N000007oUUXQA2
App Fee,15.0,,Housing,06/09/21,Paid,SHFS-TFC0000525009,Forest Park Apartments,a0z4N000007oUUSQA2
October 2021 Rent,800.0,,Housing,09/28/21,Paid,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5DQAU
August 2021 Rent,1209.0,,Housing,07/27/21,Paid,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5BQAU
ProRated July Rent,429.0,,Housing,07/19/21,Paid,SHFS-TFC0000525009,Forest Park Apartments,a0z4N000007oV7FQAU
Transportation for client: lyft gift card,100.0,,Other Assistance,09/23/21,Paid,SHFS-TFC0000525009,Amazon,a0z4N000007zHEXQA2
Birth Certificate for son,15.34,,Other Assistance,06/15/21,Paid,SHFS-TFC0000525009,Forest Park Apartments,a0z4N000007oUaTQAU
NES Arrears,204.14,,Housing,01/06/21,Paid,SHFS-TFC0000525011,,a0z4N000007FetyQAC
September 2021 Rent,1000.0,,Housing,08/24/21,Paid,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5CQAU
Application Fee,50.0,,Housing,03/30/22,Paid,SHFS-TFC0000525011,Firemark Properties,a0z4N000006gOcQQAU
Replacement ID,8.0,,Other Assistance,03/16/22,Paid,SHFS-TFC0000525011,TN Department of Safety and Homeland Security,a0z4N000006gNyQQAU
Birth Certificate,46.04,,Other Assistance,01/25/22,Paid,SHFS-TFC0000525011,Lentz Public Health Department,a0z4N000007zJ1rQAE
BC Replacements (3 household members),46.04,,Other Assistance,11/30/20,Paid,SHFS-TFC0000525011,,a0z4N000007FeNGQA0
Storage Bill,40.0,,Other Assistance,03/21/22,Paid,SHFS-TFC0000525011,Extra Space Storage,a0z4N000006gO28QAE
NES Deposit,250.0,,Housing,05/19/21,Paid,SHFS-TFC0000521986,,a0z4N000007oU5mQAE
Rental Deposit,217.0,,Housing,05/18/21,Paid,SHFS-TFC0000521986,,a0z4N000007oU5hQAE
First Month's Rent,100.0,,Housing,05/18/21,Paid,SHFS-TFC0000521986,,a0z4N000007oU5cQAE
NES Arrears + service fee,233.41,,Housing,03/16/22,Paid,SHFS-TFC0000521987,Nashville Electric Service (NES),a0z4N000006gNzOQAU
Past due balance MDHA,1061.65,,Housing,03/09/22,Paid,SHFS-TFC0000521987,"Robinson, Regan and Young",a0z4N000007zK3RQAU
Metro Water past due balance,221.7,,Housing,03/16/22,Paid,SHFS-TFC0000521987,Metro Water Services,a0z4N000006gNzTQAU
Walmart F. Thaxton School attire-gift card,100.0,,,02/04/22,Paid,SHFS-TFC0000525011,Walmart,a0z4N000007zK0zQAE
Rent,1670.0,,Housing,03/05/21,Paid,SHFS-TFC0000521985,Barrett Realty,a0z4N000007oStoQAE
December 2021 Rent_Sec 8 picked up_removed from ESG CV Nov 21,400.0,,Housing,11/23/21,Paid,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5FQAU
Rental Arrears_to prevent evicition,3852.81,,Housing,06/16/21,Paid,SHFS-TFC0000525009,Hunter Warfield,a0z4N000007oUdHQAU
Gas,25.0,,Other Assistance,11/16/19,Paid,SHFS-TFC0000525027,,a0z4N000006iHp3QAE
In Kind items given to,623.5,,Other Assistance,05/31/20,Paid,SHFS-TFC0000525027,,a0z4N000006iGspQAE
In Kind Items given - Mattress,650.0,,Other Assistance,05/04/20,Paid,SHFS-TFC0000525027,,a0z4N000006iGsoQAE
2 Passes,6.5,,Other Assistance,04/01/20,Paid,SHFS-TFC0000525027,,a0z4N000006iHoQQAU
In Kind items given to,344.0,,Other Assistance,06/30/20,Paid,SHFS-TFC0000525027,,a0z4N000006iHsLQAU
NES deposit,252.25,,Housing,11/20/18,Paid,SHFS-TFC0000525028,Parkwood Villa,a0z610000044RP9AAM
Housing Deposit,700.0,,Housing,11/20/18,Paid,SHFS-TFC0000525028,Parkwood Villa,a0z610000044RP4AAM
Rent,-315.75,,Housing,01/19/21,Refund,SHFS-TFC0000525029,Burning Tree,a0z4N000007oTFOQA2
Rent,315.75,,Housing,01/19/21,Paid,SHFS-TFC0000525029,Burning Tree,a0z4N000007oTFPQA2
February 2021 Rent,200.0,,Housing,02/01/21,Paid,SHFS-TFC0000525029,Burning Tree Apartments,a0z4N000007FfQVQA0
Utility Arrears,261.89,,Housing,07/21/21,Paid,SHFS-TFC0000525009,NES,a0z4N000007oV75QAE
Sept 2020 rent,388.0,,Housing,08/25/20,Paid,SHFS-TFC0000525029,Burning Tree,a0z4N000006iGpPQAU
Uber,17.35,,Other Assistance,12/24/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FewuQAC
Lyft,10.85,,Other Assistance,01/20/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007Ffd2QAC
Lyft,8.33,,Other Assistance,02/04/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfjuQAC
Uber,9.8,,Other Assistance,12/28/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FeyrQAC
Lyft,8.07,,Other Assistance,01/08/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfdcQAC
Lyft,7.97,,Other Assistance,02/04/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfjqQAC
Utility Deposit,252.25,,Housing,07/21/21,Paid,SHFS-TFC0000525009,NES,a0z4N000007oV7AQAU
February 2022 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5HQAU
January 2022 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000525009,Forest Park Apartments (Bellevue),a0z4N000007oV5GQAU
Rental Arrears_duplicate expense,3852.81,,Housing,,Cancelled,SHFS-TFC0000525009,Hunter Warfield,a0z4N000007oUdCQAU
Hotel 12.3-12.8,210.0,,Other Assistance,12/03/20,Paid,SHFS-TFC0000521985,Hometowne Studios,a0z4N000007FeRQQA0
App Fee,50.0,,Housing,12/08/20,Paid,SHFS-TFC0000521985,Hamilton Creek Apartments,a0z4N000007FeY8QAK
Rent,1700.0,,Housing,12/22/20,Paid,SHFS-TFC0000521985,Barrett Realty,a0z4N000007FemTQAS
April 2021 Rent,250.0,,Housing,03/30/21,Paid,SHFS-TFC0000521985,Barrett Realty,a0z4N000007FenEQAS
June 2022 Rent,375.0,,Housing,,Planned,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWlQAM
April 2022 Rent,775.0,,Housing,03/29/22,Paid,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWjQAM
March 2022 Rent,975.0,,Housing,02/22/22,Paid,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWiQAM
Deposit,1500.0,,Housing,02/10/22,Paid,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWOQA2
Prorate,627.0,,Housing,02/11/22,Paid,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWTQA2
Storage Unit,76.93,,Housing,03/29/22,Paid,SHFS-TFC0000525580,Public Storage,a0z4N000006gOaKQAU
App Fee,23.0,,Housing,01/26/22,Paid,SHFS-TFC0000525580,The Flats on Water's Edge,a0z4N000007zJ79QAE
Holding Deposit,100.0,,Housing,01/26/22,Paid,SHFS-TFC0000525580,The Flats on Water's Edge,a0z4N000007zJ7EQAU
Rental Arrears,829.47,,Housing,01/26/22,Paid,SHFS-TFC0000525580,Burchell Properties LLC,a0z4N000007zJ7FQAU
Rental Arrears,1581.0,,Housing,11/19/18,Paid,SHFS-TFC0000525002,,a0z610000044UBSAA2
Gas Bill and reconnection fee,1202.11,,Housing,03/18/22,Paid,SHFS-TFC0000525002,Piedmont Gas,a0z4N000006gO0MQAU
Water Bill,175.25,,Housing,02/15/22,Paid,SHFS-TFC0000525002,Metro Water Services,a0z4N000007zJZmQAM
Application Fee,25.0,,Housing,03/03/22,Paid,SHFS-TFC0000525002,October Homes,a0z4N000007zJrGQAU
Police Report,0.0,,Other Assistance,12/23/21,,SHFS-TFC0000525002,Police Department,a0z4N000007zIX4QAM
Pay for Birth Certificates-,30.69,,Other Assistance,12/01/21,Paid,SHFS-TFC0000525002,Tennessee Vital Records,a0z4N000007zI6oQAE
Utility Arrears,271.55,,Housing,03/01/21,Paid,SHFS-TFC0000525581,NES,a0z4N000007Fg0KQAS
September 2021 Rent_already paid,60.0,,Housing,,Cancelled,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oUoxQAE
Rent,1206.0,,Housing,12/08/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zIJZQA2
May 2021 Rent,637.5,,Housing,04/27/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvCQAU
Utilities,142.08,,Housing,07/29/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oVCoQAM
App Fee,25.0,,Housing,03/08/21,Paid,SHFS-TFC0000525581,Firemark,a0z4N000007oStLQAU
May 2022 Rent,575.0,,Housing,,Planned,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWkQAM
July 2022 Rent,50.0,,Housing,,Planned,SHFS-TFC0000522581,GAW Properties,a0z4N000007zJWmQAM
App Fee,406.78,,Housing,01/05/22,Paid,SHFS-TFC0000522581,Cross Creek at Murfreesboro,a0z4N000007zIkhQAE
Partial refund of app fee - client denied,-299.0,,Housing,01/11/22,Paid,SHFS-TFC0000522581,Safe Haven,a0z4N000007zIuHQAU
June 2022 Rent,213.0,,Housing,,Planned,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuPQAU
July 2022 Rent,0.0,,Housing,,Planned,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuQQAU
Housing Fees_June 22,81.25,,Housing,,Planned,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuiQAE
Housing Fees_May,81.25,,Housing,,Planned,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHulQAE
January 2022 Rent,1263.0,,Housing,12/21/21,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuKQAU
Housing Fees_March,81.25,,Housing,02/22/22,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHugQAE
Housing Fees_January,81.25,,Housing,12/21/21,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuWQAU
Housing Fees February,81.25,,Housing,01/26/22,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHubQAE
December 2021 Nashville Electric Service (NES)- 1539697-0193177,180.0,,Housing,11/23/21,Paid,SHFS-TFC0000524996,Nashville Electric Service (NES),a0z4N000007zHuHQAU
February 2022 Rent,1513.0,,Housing,01/25/22,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuLQAU
Electric arrears,143.08,,Housing,06/24/21,Paid,SHFS-TFC0000525581,Gallatin Ele,a0z4N000007oUntQAE
January 2022 Nashville Electric Service (NES)- 1539697-0193177,180.0,,Housing,12/21/21,Paid,SHFS-TFC0000524996,Nashville Electric Service (NES),a0z4N000007zHuJQAU
Housing Fees_December,81.25,,Housing,11/23/21,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuRQAU
March 2022 Rent,763.0,,Housing,02/22/22,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuMQAU
December 2021 Rent,1513.0,,Housing,11/23/21,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuIQAU
November 2021 Pro Rate,1217.8,,Housing,11/10/21,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHtsQAE
Deposit,1513.0,,Housing,11/10/21,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHtnQAE
Housing Fees_April,81.25,,Housing,03/29/22,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuhQAE
April Rent,1500.0,,Housing,03/30/21,Paid,SHFS-TFC0000524997,,a0z4N000007oT95QAE
Utility Deposit,252.25,,Housing,02/11/22,Paid,SHFS-TFC0000522581,Nashville Electric Service (NES),a0z4N000007zJXCQA2
App Fee for Sean,50.0,,Housing,12/08/21,Paid,SHFS-TFC0000522581,Brooks Services,a0z4N000007zIKrQAM
App Fee,50.0,,Housing,12/08/21,Paid,SHFS-TFC0000522581,Brooks Services,a0z4N000007zIKmQAM
April 2022 Rent,513.0,,Housing,03/29/22,Paid,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuNQAU
Utilities,88.43,,Housing,09/09/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zGtpQAE
NES transfer/deposit,252.25,,Housing,02/08/22,Paid,SHFS-TFC0000525581,Nashville Electric Service (NES),a0z4N000007zJSRQA2
Utilities_ele plus late charges,200.08,,Housing,10/13/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zHWIQA2
April 2021 Rent_additional payment,160.0,,Housing,04/15/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oTOJQA2
Rent deposit,1050.0,,Housing,02/11/22,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zJWdQAM
App Fee,25.0,,Housing,02/23/21,Paid,SHFS-TFC0000525581,The Park at Richards Road,a0z4N000007FfmFQAS
Gas for client to continue moving process,25.0,,Other Assistance,02/11/22,Paid,SHFS-TFC0000525581,K & K Market,a0z4N000007zJXMQA2
Childcare (waiting for voucher) 6/7-7/9/2021,875.0,,Other Assistance,06/29/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oUnUQAU
Hotel 2.23-3.9.21,476.0,,Other Assistance,03/11/21,Paid,SHFS-TFC0000525581,Hometowne Studios,a0z4N000007oSyUQAU
Childcare (waiting for voucher) 7.12-8.6.21,700.0,,Other Assistance,06/29/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zGXgQAM
Hotel 2.2-2.23.21,408.0,,Other Assistance,02/24/21,Paid,SHFS-TFC0000525581,Hometowne Studios,a0z4N000007FfoVQAS
Hotel 3.10-3.13.21,102.0,,Other Assistance,04/06/21,Paid,SHFS-TFC0000525581,Hometowne Studios,a0z4N000007oTHnQAM
car seat safety class participation - gift card,10.0,,Non-Assistance (not client expenses),02/28/22,Paid,SHFS-TFC0000525581,Walmart,a0z4N000007zJjGQAU
Rent_Prepayment September,1097.5,,Housing,07/29/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oVCjQAM
car seat safety class participation - gift card (Walmart),20.0,,Non-Assistance (not client expenses),03/24/22,Paid,SHFS-TFC0000525581,Walmart,a0z4N000006gOYhQAM
Utility Balance,139.11,,Housing,11/29/21,Paid,SHFS-TFC0000522582,Fox Collection Center,a0z4N000007zI49QAE
July 2022 Rent,609.0,,Housing,,Planned,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000006gNuNQAU
October 2022 Rent,0.0,,Housing,,Planned,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000006gNuQQAU
September 2022 Rent,209.0,,Housing,,Planned,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000006gNuPQAU
August 2022 Rent,409.0,,Housing,,Planned,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000006gNuOQAU
May 2022 Nashville Electric Service (NES)- 10742480367094,161.0,,Housing,,Planned,SHFS-TFC0000522582,Nashville Electric Service (NES),a0z4N000006gNuKQAU
June 2022 Rent,809.0,,Housing,,Planned,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000006gNuMQAU
May 2022 Rent,1009.0,,Housing,,Planned,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000006gNuLQAU
April Rent,1209.0,,Housing,01/26/22,Paid,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000007zJ7JQAU
Prorate March,847.0,,Housing,03/10/22,Paid,SHFS-TFC0000522582,Forest Park Apartments (Bellevue),a0z4N000007zK5IQAU
Utility Deposit,1055.32,,Housing,03/10/22,Paid,SHFS-TFC0000522582,Nashville Electric Service (NES),a0z4N000007zK6gQAE
May 2022 Rent,263.0,,Housing,,Planned,SHFS-TFC0000524996,Abbington Heights,a0z4N000007zHuOQAU
March 2022 Rent- Has voucher picked up?,1075.5,,Housing,02/22/22,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zJW9QAM
April 2021 Rent,837.5,,Housing,03/30/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvBQAU
Water Bill,104.81,,Housing,06/24/21,Paid,SHFS-TFC0000525581,Gallatin Utilities,a0z4N000007oUnoQAE
Utilities,42.94,,Housing,07/29/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oVCtQAM
Utilities,142.47,,Housing,09/09/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zGtqQAE
Late electric bill,219.1,,Housing,01/10/22,Paid,SHFS-TFC0000525581,Gallatin Department of Electricity,a0z4N000007zIsdQAE
Utility Deposit,338.0,,Housing,03/11/21,Paid,SHFS-TFC0000525581,Gallatin Electric,a0z4N000007oSziQAE
March Rent ProRated,764.17,,Housing,03/09/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvGQAU
Rental Deposit,1025.0,,Housing,03/09/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvLQAU
June 2021 Rent,437.5,,Housing,05/25/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvDQAU
May 2022 Rent- Has Voucher Picked Up Yet???,1075.5,,Housing,,Planned,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zJWDQA2
Feb 2022 Rent,1206.0,,Housing,01/25/22,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zJ4gQAE
January Rent,1206.0,,Housing,01/18/22,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zIz2QAE
October 2021 REnt,1037.5,,Housing,09/28/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oUp2QAE
Water Connection Fee,30.0,,Housing,03/09/21,Paid,SHFS-TFC0000525581,Gallatin Public Utility,a0z4N000007oSzrQAE
March 2022 Nashville Electric Service (NES)- 1171419 0080016,138.0,,Housing,02/22/22,Paid,SHFS-TFC0000525581,Nashville Electric Service (NES),a0z4N000007zJW7QAM
Rent and past due bills,946.0,,Housing,07/06/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oUvIQAU
May 2021 Rent_additional payment,400.0,,Housing,05/07/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oU1CQAU
March Metro Water Services- 010-3097.319,78.0,,Housing,02/22/22,Paid,SHFS-TFC0000525581,Metro Water Services,a0z4N000007zJW8QAM
First month's rent,1050.0,,Housing,02/11/22,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zJWnQAM
April 2022 Nashville Electric Service (NES)- 1171419 0080016,138.0,,Housing,03/29/22,Paid,SHFS-TFC0000525581,Nashville Electric Service (NES),a0z4N000007zJWAQA2
April Metro Water Services- 010-3097.319,78.0,,Housing,03/29/22,Paid,SHFS-TFC0000525581,Metro Water Services,a0z4N000007zJWBQA2
August 2021 Rent,1037.5,,Housing,07/27/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvFQAU
April 2022 Rent- Has voucher picked up yet???,1075.5,,Housing,03/29/22,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007zJWCQA2
July 2021 Rent,237.5,,Housing,06/29/21,Paid,SHFS-TFC0000525581,Firemark Properties,a0z4N000007oSvEQAU
CPR Class for work,98.0,Other,Employment,07/28/21,Paid,a0r4W00000e4RWWQA2,,a0z4N000007oVC5QAM
NES Activation service,252.25,,Housing,11/11/21,Paid,SHFS-TFC0000524996,Nashville Electric Service (NES),a0z4N000007zI8pQAE
App Fee,35.0,,Housing,02/10/22,Paid,SHFS-TFC0000522580,Uptown Flats,a0z4N000007zJVJQA2
Birth Certificates (family),30.69,,Other Assistance,03/18/21,Paid,SHFS-TFC0000521985,Vital Chek - reimburse CM,a0z4N000007oT2aQAE
Lyft (under Ruble),10.78,,Other Assistance,02/09/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N0000042k6zQAA
Lyft,11.97,,Other Assistance,01/20/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007Ffd3QAC
Lyft,7.97,,Other Assistance,01/20/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfdBQAS
Hotel 12.15-12.22,294.0,,Other Assistance,12/15/20,Paid,SHFS-TFC0000521985,Hometowne Studios,a0z4N000007FehxQAC
Lyft,17.48,,Other Assistance,02/25/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfzoQAC
Water for cooking,6.75,,Other Assistance,12/29/20,Paid,SHFS-TFC0000521985,Kroger,a0z4N000007FeriQAC
Lyft,7.49,,Other Assistance,01/05/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfdmQAC
Birth Certificate (finace),47.95,,Other Assistance,12/18/20,Paid,SHFS-TFC0000521985,Vital Chek - Georgia,a0z4N000007Fez0QAC
Uber,48.06,,Other Assistance,12/14/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007Feh4QAC
Uber,15.47,,Other Assistance,12/11/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FfOIQA0
Uber,14.16,,Other Assistance,12/18/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FfOCQA0
Hotel 12.22-12.24,126.0,,Other Assistance,12/22/20,Paid,SHFS-TFC0000521985,Hometowne Studios,a0z4N000007FeslQAC
Uber,19.56,,Other Assistance,12/15/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FfO8QAK
Lyft,7.71,,Other Assistance,01/20/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007Ffd6QAC
Uber,17.04,,Other Assistance,12/30/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FeytQAC
Application payment,35.0,,Housing,02/01/22,Paid,SHFS-TFC0000524993,Paddock at Grandview Apartments,a0z4N000007zJGuQAM
Deposit,300.0,,Housing,05/18/21,Paid,SHFS-TFC0000524993,October Homes,a0z4N000007oU7YQAU
October 2021 Rent,300.0,,Housing,09/28/21,Paid,SHFS-TFC0000524993,October Homes,a0z4N000007oU82QAE
App Fee,25.0,,Housing,04/15/21,Paid,SHFS-TFC0000524993,October Homes,a0z4N000007oTO9QAM
December 2021 Rent,500.0,,Housing,11/23/21,Paid,SHFS-TFC0000524993,October Homes,a0z4N000007zHXzQAM
Lyft_cancellation,5.0,,Other Assistance,01/05/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfdrQAC
Uber,4.73,,Other Assistance,12/14/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FfOHQA0
Uber,13.96,,Other Assistance,12/15/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FfODQA0
Lyft,7.91,,Other Assistance,01/08/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfdhQAC
Deposit,900.0,,Housing,12/22/20,Paid,SHFS-TFC0000521985,Barrett Realty,a0z4N000007FemOQAS
May 2021 Rent,50.0,,Housing,04/27/21,Paid,SHFS-TFC0000521985,Barrett Realty,a0z4N000007FenFQAS
App Fee,25.0,,Housing,12/17/20,Paid,SHFS-TFC0000521985,Barrett Realty,a0z4N000007FejTQAS
CPR/First Aid Class,92.0,,,02/22/21,Paid,SHFS-TFC0000521985,American Red Cross,a0z4N000007oSzIQAU
Uber,21.15,,Other Assistance,12/23/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FeylQAC
Lyft,16.47,,Other Assistance,02/25/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfzjQAC
Uber,12.16,,Other Assistance,12/16/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FfO7QAK
Lyft,7.8,,Other Assistance,01/14/21,Paid,SHFS-TFC0000521985,Lyft,a0z4N000007FfRxQAK
Damages to hotel,600.0,,Other Assistance,12/28/20,Paid,SHFS-TFC0000521985,Hometowne Studios,a0z4N000007FesbQAC
Uber,8.59,,Other Assistance,12/28/20,Paid,SHFS-TFC0000521985,Uber,a0z4N000007FeysQAC
Flats Water's Edge application fee,23.0,,Housing,02/15/22,Paid,SHFS-TFC0000524993,The Flats on Water's Edge,a0z4N000007zJZhQAM
